eventdate,hotelid,nationality,client_nationality,total_requests,total_availability,availability_percentage,orders,gb,conversion_rate_percentage,net_revenue_over_gb_perc,fee_over_gb_perc
"noviembre 15, 2025","290,997",SE,,192,106,0.55,0,0,0,0,0
"noviembre 11, 2025","290,564",BE,,40,23,0.58,0,0,0,0,0
"noviembre 21, 2025","290,966",GT,,"1,398",696,0.5,0,0,0,0,0
"noviembre 25, 2025","351,212",RO,,32,26,0.81,0,0,0,0,0
"noviembre 18, 2025","290,966",BZ,,5,5,1,0,0,0,0,0
"noviembre 8, 2025","290,564",DE,,"1,134",772,0.68,0,0,0,0,0
"noviembre 7, 2025","290,997",NI,,52,35,0.67,0,0,0,0,0
"noviembre 6, 2025","291,359",PY,,211,12,0.06,0,0,0,0,0
"noviembre 19, 2025","290,966",HN,,232,97,0.42,0,0,0,0,0
"noviembre 9, 2025","330,061",SA,,9,9,1,0,0,0,0,0
"noviembre 7, 2025","290,997",MX,,"66,849","39,664",0.59,1,366,0,5,4
"noviembre 7, 2025","290,997",MX,,"66,849","39,664",0.59,1,426,0,4,3
"noviembre 3, 2025","290,564",NZ,,1,1,1,0,0,0,0,0
"noviembre 12, 2025","290,997",SI,,5,1,0.2,0,0,0,0,0
"noviembre 12, 2025","330,061",JO,,5,5,1,0,0,0,0,0
"noviembre 13, 2025","290,564",CN,,"31,407","24,634",0.78,0,0,0,0,0
"noviembre 26, 2025","290,564",BY,,2,2,1,0,0,0,0,0
"noviembre 22, 2025","291,359",PT,,428,372,0.87,0,0,0,0,0
"noviembre 21, 2025","290,564",PY,,78,76,0.97,0,0,0,0,0
"noviembre 23, 2025","291,359",HN,,30,25,0.83,0,0,0,0,0
"noviembre 8, 2025","290,966",ZA,,10,7,0.7,0,0,0,0,0
"noviembre 19, 2025","351,212",CY,,10,10,1,0,0,0,0,0
"noviembre 6, 2025","290,966",DE,,"1,314",956,0.73,0,0,0,0,0
"noviembre 16, 2025","290,997",CA,,"7,243","4,716",0.65,0,0,0,0,0
"noviembre 25, 2025","290,966",EG,,33,5,0.15,0,0,0,0,0
"noviembre 17, 2025","351,212",CZ,,7,5,0.71,0,0,0,0,0
"noviembre 2, 2025","290,966",ME,,253,169,0.67,0,0,0,0,0
"noviembre 8, 2025","351,212",TT,,8,8,1,0,0,0,0,0
"noviembre 24, 2025","330,061",FI,,23,23,1,0,0,0,0,0
"noviembre 3, 2025","291,359",BO,,18,18,1,0,0,0,0,0
"noviembre 13, 2025","330,061",NO,,27,24,0.89,0,0,0,0,0
"noviembre 15, 2025","290,966",BR,,"1,067",989,0.93,0,0,0,0,0
"noviembre 11, 2025","290,564",CY,,2,1,0.5,0,0,0,0,0
"noviembre 24, 2025","351,212",ZA,,20,15,0.75,0,0,0,0,0
"noviembre 11, 2025","291,359",LV,,13,0,0,0,0,0,0,0
"noviembre 23, 2025","290,564",PR,,5,4,0.8,0,0,0,0,0
"noviembre 16, 2025","290,997",PE,,351,209,0.6,0,0,0,0,0
"noviembre 23, 2025","290,997",LV,,3,0,0,0,0,0,0,0
"noviembre 17, 2025","290,966",UY,,524,502,0.96,0,0,0,0,0
"noviembre 16, 2025","290,966",GE,,5,5,1,0,0,0,0,0
"noviembre 9, 2025","291,359",RS,,119,118,0.99,0,0,0,0,0
"noviembre 14, 2025","330,061",EC,,176,161,0.91,0,0,0,0,0
"noviembre 13, 2025","290,997",LT,,15,10,0.67,0,0,0,0,0
"noviembre 20, 2025","290,966",MA,,23,22,0.96,0,0,0,0,0
"noviembre 17, 2025","291,359",MY,,4,2,0.5,0,0,0,0,0
"noviembre 13, 2025","291,359",UY,,807,539,0.67,0,0,0,0,0
"noviembre 20, 2025","291,359",AU,,389,322,0.83,0,0,0,0,0
"noviembre 14, 2025","291,359",BA,,6,2,0.33,0,0,0,0,0
"noviembre 17, 2025","330,061",N/A,,"67,208","28,281",0.42,0,0,0,0,0
"noviembre 26, 2025","290,966",PY,,413,217,0.53,0,0,0,0,0
"noviembre 16, 2025","351,212",PA,,37,37,1,0,0,0,0,0
"noviembre 12, 2025","290,564",BD,,5,0,0,0,0,0,0,0
"noviembre 9, 2025","351,212",NI,,2,2,1,0,0,0,0,0
"noviembre 20, 2025","290,564",CY,,18,18,1,0,0,0,0,0
"noviembre 13, 2025","290,966",IS,,4,3,0.75,0,0,0,0,0
"noviembre 12, 2025","290,966",MT,,18,14,0.78,0,0,0,0,0
"noviembre 15, 2025","290,997",UA,,9,8,0.89,0,0,0,0,0
"noviembre 25, 2025","291,359",NL,,591,426,0.72,0,0,0,0,0
"noviembre 24, 2025","351,212",SG,,"1,340","1,273",0.95,0,0,0,0,0
"noviembre 9, 2025","290,997",NL,,453,287,0.63,0,0,0,0,0
"noviembre 11, 2025","351,212",FI,,15,8,0.53,0,0,0,0,0
"noviembre 9, 2025","290,997",RO,,12,2,0.17,0,0,0,0,0
"noviembre 10, 2025","290,966",JO,,1,1,1,0,0,0,0,0
"noviembre 8, 2025","351,212",DO,,48,13,0.27,0,0,0,0,0
"noviembre 20, 2025","290,997",HU,,4,3,0.75,0,0,0,0,0
"noviembre 25, 2025","330,061",JO,,10,8,0.8,0,0,0,0,0
"noviembre 9, 2025","290,997",PY,,15,0,0,0,0,0,0,0
"noviembre 9, 2025","290,997",AT,,61,19,0.31,0,0,0,0,0
"noviembre 18, 2025","330,061",ID,,18,14,0.78,0,0,0,0,0
"noviembre 2, 2025","290,966",SG,,124,101,0.81,0,0,0,0,0
"noviembre 25, 2025","290,564",FR,,708,485,0.69,0,0,0,0,0
"noviembre 13, 2025","291,359",SA,,149,115,0.77,0,0,0,0,0
"noviembre 13, 2025","290,997",MT,,6,6,1,0,0,0,0,0
"noviembre 16, 2025","290,966",GN,,3,3,1,0,0,0,0,0
"noviembre 1, 2025","290,564",BG,,18,16,0.89,0,0,0,0,0
"noviembre 16, 2025","330,061",CA,,"3,558","3,380",0.95,0,0,0,0,0
"noviembre 1, 2025","330,061",MX,,"10,434","9,370",0.9,0,0,0,0,0
"noviembre 18, 2025","290,966",MD,,1,1,1,0,0,0,0,0
"noviembre 20, 2025","351,212",DO,,47,40,0.85,0,0,0,0,0
"noviembre 18, 2025","290,564",BG,,33,27,0.82,0,0,0,0,0
"noviembre 5, 2025","290,564",SA,,11,7,0.64,0,0,0,0,0
"noviembre 12, 2025","291,359",SE,,146,115,0.79,0,0,0,0,0
"noviembre 17, 2025","290,564",TW,,18,18,1,0,0,0,0,0
"noviembre 26, 2025","291,359",RO,,22,21,0.95,0,0,0,0,0
"noviembre 7, 2025","290,997",CH,,96,56,0.58,0,0,0,0,0
"noviembre 15, 2025","330,061",LU,,2,2,1,0,0,0,0,0
"noviembre 17, 2025","290,997",ID,,9,8,0.89,0,0,0,0,0
"noviembre 26, 2025","351,212",US,,"161,462","150,536",0.93,0,0,0,0,0
"noviembre 26, 2025","291,359",HN,,387,231,0.6,0,0,0,0,0
"noviembre 3, 2025","290,564",AM,,3,2,0.67,0,0,0,0,0
"noviembre 22, 2025","291,359",BG,,57,54,0.95,0,0,0,0,0
"noviembre 24, 2025","290,997",GY,,1,1,1,0,0,0,0,0
"noviembre 15, 2025","290,564",CZ,,30,18,0.6,0,0,0,0,0
"noviembre 1, 2025","290,966",KZ,,32,24,0.75,0,0,0,0,0
"noviembre 19, 2025","290,997",CH,,81,53,0.65,0,0,0,0,0
"noviembre 15, 2025","291,359",KH,,1,0,0,0,0,0,0,0
"noviembre 7, 2025","351,212",BO,,316,136,0.43,0,0,0,0,0
"noviembre 15, 2025","290,966",GH,,1,1,1,0,0,0,0,0
"noviembre 11, 2025","290,564",AI,,11,11,1,0,0,0,0,0
"noviembre 6, 2025","291,359",MA,,7,4,0.57,0,0,0,0,0
"noviembre 20, 2025","291,359",TN,,23,23,1,0,0,0,0,0
"noviembre 1, 2025","290,966",PR,,3,2,0.67,0,0,0,0,0
"noviembre 8, 2025","351,212",PH,,4,3,0.75,0,0,0,0,0
"noviembre 11, 2025","291,359",RU,,433,348,0.8,0,0,0,0,0
"noviembre 9, 2025","291,359",PY,,15,3,0.2,0,0,0,0,0
"noviembre 21, 2025","351,212",ME,,26,17,0.65,0,0,0,0,0
"noviembre 5, 2025","351,212",GB,,"3,560","2,539",0.71,0,0,0,0,0
"noviembre 20, 2025","290,997",MY,,5,0,0,0,0,0,0,0
"noviembre 23, 2025","290,997",HU,,1,1,1,0,0,0,0,0
"noviembre 18, 2025","290,966",KZ,,27,24,0.89,0,0,0,0,0
"noviembre 5, 2025","291,359",CZ,,1,0,0,0,0,0,0,0
"noviembre 7, 2025","351,212",AU,,104,95,0.91,0,0,0,0,0
"noviembre 4, 2025","291,359",LV,,9,7,0.78,0,0,0,0,0
"noviembre 20, 2025","291,359",UA,,9,9,1,0,0,0,0,0
"noviembre 20, 2025","291,359",RO,,45,20,0.44,0,0,0,0,0
"noviembre 9, 2025","330,061",KZ,,5,5,1,0,0,0,0,0
"noviembre 18, 2025","290,966",PA,,212,167,0.79,0,0,0,0,0
"noviembre 1, 2025","351,212",IE,,51,44,0.86,0,0,0,0,0
"noviembre 14, 2025","290,997",UY,,183,169,0.92,0,0,0,0,0
"noviembre 16, 2025","330,061",ZA,,2,2,1,0,0,0,0,0
"noviembre 14, 2025","290,966",PR,,37,9,0.24,0,0,0,0,0
"noviembre 22, 2025","290,966",BE,,86,71,0.83,0,0,0,0,0
"noviembre 26, 2025","290,966",RO,,63,60,0.95,0,0,0,0,0
"noviembre 15, 2025","290,564",MD,,3,1,0.33,0,0,0,0,0
"noviembre 8, 2025","351,212",NZ,,27,26,0.96,0,0,0,0,0
"noviembre 15, 2025","290,564",CO,,"2,249",946,0.42,0,0,0,0,0
"noviembre 20, 2025","290,966",MO,,1,0,0,0,0,0,0,0
"noviembre 16, 2025","330,061",DK,,48,46,0.96,0,0,0,0,0
"noviembre 17, 2025","330,061",GB,,"2,831","2,532",0.89,0,0,0,0,0
"noviembre 5, 2025","351,212",HN,,430,297,0.69,0,0,0,0,0
"noviembre 19, 2025","330,061",KG,,1,1,1,0,0,0,0,0
"noviembre 18, 2025","291,359",HU,,18,15,0.83,0,0,0,0,0
"noviembre 7, 2025","290,564",KR,,7,7,1,0,0,0,0,0
"noviembre 3, 2025","291,359",AU,,31,22,0.71,0,0,0,0,0
"noviembre 20, 2025","330,061",NO,,20,17,0.85,0,0,0,0,0
"noviembre 12, 2025","290,966",UA,,11,2,0.18,0,0,0,0,0
"noviembre 23, 2025","290,564",IT,,509,395,0.78,0,0,0,0,0
"noviembre 12, 2025","290,966",BR,,"2,579","1,974",0.77,0,0,0,0,0
"noviembre 26, 2025","290,966",CL,,764,603,0.79,0,0,0,0,0
"noviembre 21, 2025","290,997",BR,,"9,785","6,238",0.64,0,0,0,0,0
"noviembre 13, 2025","330,061",AE,,18,18,1,0,0,0,0,0
"noviembre 13, 2025","290,997",CA,,"7,083","5,048",0.71,0,0,0,0,0
"noviembre 9, 2025","330,061",ME,,33,31,0.94,0,0,0,0,0
"noviembre 20, 2025","351,212",CU,,3,3,1,0,0,0,0,0
"noviembre 1, 2025","291,359",CA,,"1,940","1,249",0.64,0,0,0,0,0
"noviembre 24, 2025","290,966",HR,,31,21,0.68,0,0,0,0,0
"noviembre 20, 2025","290,997",PR,,17,7,0.41,0,0,0,0,0
"noviembre 4, 2025","291,359",RS,,13,13,1,0,0,0,0,0
"noviembre 10, 2025","290,966",KG,,5,3,0.6,0,0,0,0,0
"noviembre 22, 2025","351,212",PK,,29,26,0.9,0,0,0,0,0
"noviembre 21, 2025","291,359",RU,,569,409,0.72,0,0,0,0,0
"noviembre 25, 2025","291,359",PK,,19,0,0,0,0,0,0,0
"noviembre 21, 2025","290,966",HU,,10,6,0.6,0,0,0,0,0
"noviembre 10, 2025","351,212",BY,,2,2,1,0,0,0,0,0
"noviembre 8, 2025","291,359",RO,,12,11,0.92,0,0,0,0,0
"noviembre 4, 2025","290,997",PL,,108,60,0.56,0,0,0,0,0
"noviembre 8, 2025","351,212",IE,,41,39,0.95,0,0,0,0,0
"noviembre 24, 2025","290,564",TT,,8,8,1,0,0,0,0,0
"noviembre 17, 2025","291,359",BE,,53,42,0.79,0,0,0,0,0
"noviembre 4, 2025","330,061",IR,,8,8,1,0,0,0,0,0
"noviembre 6, 2025","290,966",UA,,2,0,0,0,0,0,0,0
"noviembre 1, 2025","330,061",TH,,"1,207","1,199",0.99,0,0,0,0,0
"noviembre 11, 2025","290,997",IL,,176,134,0.76,0,0,0,0,0
"noviembre 7, 2025","351,212",RO,,17,16,0.94,0,0,0,0,0
"noviembre 18, 2025","330,061",AE,,31,23,0.74,0,0,0,0,0
"noviembre 8, 2025","290,997",BR,,"6,532","3,646",0.56,0,0,0,0,0
"noviembre 24, 2025","290,966",ZW,,1,1,1,0,0,0,0,0
"noviembre 2, 2025","290,966",DK,,46,28,0.61,0,0,0,0,0
"noviembre 16, 2025","351,212",FR,,935,791,0.85,0,0,0,0,0
"noviembre 7, 2025","290,997",DZ,,1,0,0,0,0,0,0,0
"noviembre 8, 2025","290,997",IE,,61,41,0.67,0,0,0,0,0
"noviembre 8, 2025","351,212",RS,,40,40,1,0,0,0,0,0
"noviembre 2, 2025","290,966",AE,,254,212,0.83,0,0,0,0,0
"noviembre 26, 2025","351,212",CH,,97,79,0.81,0,0,0,0,0
"noviembre 13, 2025","290,564",hn,,1,1,1,0,0,0,0,0
"noviembre 2, 2025","330,061",BY,,1,1,1,0,0,0,0,0
"noviembre 19, 2025","351,212",ID,,7,5,0.71,0,0,0,0,0
"noviembre 14, 2025","290,997",GB,,"7,180","4,639",0.65,0,0,0,0,0
"noviembre 11, 2025","351,212",EG,,16,16,1,0,0,0,0,0
"noviembre 11, 2025","290,564",HR,,5,3,0.6,0,0,0,0,0
"noviembre 7, 2025","290,564",PT,,444,411,0.93,0,0,0,0,0
"noviembre 2, 2025","290,997",CN,,"65,602","36,122",0.55,0,0,0,0,0
"noviembre 13, 2025","290,966",JO,,2,2,1,0,0,0,0,0
"noviembre 22, 2025","290,966",AL,,2,2,1,0,0,0,0,0
"noviembre 1, 2025","351,212",IT,,207,175,0.85,0,0,0,0,0
"noviembre 11, 2025","330,061",MA,,4,4,1,0,0,0,0,0
"noviembre 3, 2025","351,212",HR,,5,2,0.4,0,0,0,0,0
"noviembre 26, 2025","291,359",MZ,,1,0,0,0,0,0,0,0
"noviembre 19, 2025","290,966",CY,,21,21,1,0,0,0,0,0
"noviembre 12, 2025","351,212",RO,,56,55,0.98,0,0,0,0,0
"noviembre 23, 2025","351,212",CZ,,23,19,0.83,0,0,0,0,0
"noviembre 17, 2025","290,564",NZ,,35,23,0.66,0,0,0,0,0
"noviembre 4, 2025","330,061",GR,,2,2,1,0,0,0,0,0
"noviembre 26, 2025","330,061",HU,,3,3,1,0,0,0,0,0
"noviembre 22, 2025","291,359",MY,,15,13,0.87,0,0,0,0,0
"noviembre 6, 2025","330,061",CR,,60,58,0.97,0,0,0,0,0
"noviembre 21, 2025","290,966",PH,,6,5,0.83,0,0,0,0,0
"noviembre 25, 2025","351,212",AT,,43,34,0.79,0,0,0,0,0
"noviembre 5, 2025","330,061",PE,,340,326,0.96,0,0,0,0,0
"noviembre 19, 2025","330,061",AU,,67,63,0.94,0,0,0,0,0
"noviembre 4, 2025","290,997",ES,,"73,484","43,752",0.6,0,0,0,0,0
"noviembre 23, 2025","290,997",VN,,6,3,0.5,0,0,0,0,0
"noviembre 15, 2025","290,966",NI,,2,2,1,0,0,0,0,0
"noviembre 18, 2025","290,966",AO,,2,2,1,0,0,0,0,0
"noviembre 14, 2025","351,212",IN,,230,213,0.93,0,0,0,0,0
"noviembre 10, 2025","351,212",DE,,"1,294",975,0.75,0,0,0,0,0
"noviembre 25, 2025","351,212",SM,,7,7,1,0,0,0,0,0
"noviembre 2, 2025","351,212",PH,,1,1,1,0,0,0,0,0
"noviembre 4, 2025","351,212",NL,,132,105,0.8,0,0,0,0,0
"noviembre 11, 2025","291,359",MX,,"62,779","52,529",0.84,3,109,0,6,4
"noviembre 11, 2025","291,359",MX,,"62,779","52,529",0.84,1,161,0,6,4
