eventdate,hotelid,nationality,client_nationality,total_requests,total_availability,availability_percentage,orders,gb,conversion_rate_percentage,net_revenue_over_gb_perc,fee_over_gb_perc
"noviembre 6, 2025","291,359",MX,,"83,442","62,746",0.75,3,402,0,6,4
"noviembre 4, 2025","290,564",TW,,32,9,0.28,0,0,0,0,0
"noviembre 17, 2025","291,359",RO,,26,21,0.81,0,0,0,0,0
"noviembre 26, 2025","290,564",DK,,"5,638","2,662",0.47,0,0,0,0,0
"noviembre 5, 2025","351,212",MQ,,1,0,0,0,0,0,0,0
"noviembre 9, 2025","290,997",BA,,11,10,0.91,0,0,0,0,0
"noviembre 6, 2025","290,564",IL,,173,117,0.68,0,0,0,0,0
"noviembre 11, 2025","330,061",BR,,"7,316","6,498",0.89,0,0,0,0,0
"noviembre 14, 2025","330,061",US,,"48,812","44,238",0.91,0,0,0,0,0
"noviembre 23, 2025","351,212",PL,,277,217,0.78,0,0,0,0,0
"noviembre 9, 2025","330,061",IL,,13,4,0.31,0,0,0,0,0
"noviembre 4, 2025","290,966",UY,,408,341,0.84,0,0,0,0,0
"noviembre 18, 2025","290,966",DE,,"1,567","1,359",0.87,0,0,0,0,0
"noviembre 23, 2025","351,212",NO,,67,50,0.75,0,0,0,0,0
"noviembre 2, 2025","290,966",PR,,17,4,0.24,0,0,0,0,0
"noviembre 11, 2025","291,359",KR,,31,30,0.97,0,0,0,0,0
"noviembre 21, 2025","290,564",VE,,18,12,0.67,0,0,0,0,0
"noviembre 7, 2025","351,212",OM,,2,2,1,0,0,0,0,0
"noviembre 11, 2025","290,966",AD,,4,1,0.25,0,0,0,0,0
"noviembre 3, 2025","351,212",RS,,10,10,1,0,0,0,0,0
"noviembre 11, 2025","290,966",EE,,7,1,0.14,0,0,0,0,0
"noviembre 3, 2025","290,564",NL,,87,59,0.68,0,0,0,0,0
"noviembre 6, 2025","351,212",CR,,209,179,0.86,0,0,0,0,0
"noviembre 18, 2025","290,997",ID,,19,17,0.89,0,0,0,0,0
"noviembre 22, 2025","330,061",PT,,285,247,0.87,0,0,0,0,0
"noviembre 6, 2025","351,212",ID,,19,12,0.63,0,0,0,0,0
"noviembre 20, 2025","291,359",SG,,"5,068","4,663",0.92,0,0,0,0,0
"noviembre 11, 2025","351,212",EC,,259,200,0.77,0,0,0,0,0
"noviembre 21, 2025","351,212",SK,,3,3,1,0,0,0,0,0
"noviembre 26, 2025","291,359",PR,,25,11,0.44,0,0,0,0,0
"noviembre 1, 2025","291,359",MX,,"41,708","29,769",0.71,0,0,0,0,0
"noviembre 12, 2025","330,061",IN,,32,28,0.88,0,0,0,0,0
"noviembre 22, 2025","290,997",PL,,208,177,0.85,0,0,0,0,0
"noviembre 2, 2025","290,997",BE,,25,20,0.8,0,0,0,0,0
"noviembre 20, 2025","290,564",ID,,15,3,0.2,0,0,0,0,0
"noviembre 19, 2025","351,212",TW,,18,17,0.94,0,0,0,0,0
"noviembre 22, 2025","330,061",VE,,72,0,0,0,0,0,0,0
"noviembre 25, 2025","330,061",AR,,679,635,0.94,0,0,0,0,0
"noviembre 19, 2025","290,564",AR,,"1,955","1,634",0.84,0,0,0,0,0
"noviembre 16, 2025","290,997",JP,,83,63,0.76,0,0,0,0,0
"noviembre 26, 2025","351,212",IE,,51,39,0.76,0,0,0,0,0
"noviembre 5, 2025","290,564",VE,,1,1,1,0,0,0,0,0
"noviembre 22, 2025","290,997",IT,,687,513,0.75,0,0,0,0,0
"noviembre 20, 2025","291,359",sv,,1,1,1,0,0,0,0,0
"noviembre 22, 2025","291,359",NO,,100,23,0.23,0,0,0,0,0
"noviembre 16, 2025","290,564",ES,,"42,968","28,953",0.67,0,0,0,0,0
"noviembre 5, 2025","330,061",NI,,73,52,0.71,0,0,0,0,0
"noviembre 8, 2025","351,212",JP,,146,136,0.93,0,0,0,0,0
"noviembre 26, 2025","330,061",GR,,13,11,0.85,0,0,0,0,0
"noviembre 13, 2025","290,997",NO,,53,13,0.25,0,0,0,0,0
"noviembre 9, 2025","291,359",BD,,5,5,1,0,0,0,0,0
"noviembre 7, 2025","290,997",BR,,"6,038","3,617",0.6,0,0,0,0,0
"noviembre 5, 2025","291,359",MA,,6,4,0.67,0,0,0,0,0
"noviembre 4, 2025","291,359",KW,,1,0,0,0,0,0,0,0
"noviembre 3, 2025","351,212",IE,,51,46,0.9,0,0,0,0,0
"noviembre 16, 2025","351,212",BA,,14,11,0.79,0,0,0,0,0
"noviembre 25, 2025","290,997",PH,,28,20,0.71,0,0,0,0,0
"noviembre 20, 2025","290,564",CL,,825,635,0.77,0,0,0,0,0
"noviembre 19, 2025","290,564",ZA,,21,14,0.67,0,0,0,0,0
"noviembre 17, 2025","290,564",IT,,618,426,0.69,0,0,0,0,0
"noviembre 19, 2025","290,564",FR,,804,542,0.67,0,0,0,0,0
"noviembre 12, 2025","290,966",NI,,79,69,0.87,0,0,0,0,0
"noviembre 2, 2025","351,212",NI,,18,8,0.44,0,0,0,0,0
"noviembre 13, 2025","290,966",IL,,49,43,0.88,0,0,0,0,0
"noviembre 23, 2025","290,997",PE,,566,366,0.65,0,0,0,0,0
"noviembre 19, 2025","290,564",US,,"77,525","42,070",0.54,0,0,0,0,0
"noviembre 16, 2025","290,997",BR,,"7,511","4,679",0.62,0,0,0,0,0
"noviembre 26, 2025","291,359",CR,,820,667,0.81,0,0,0,0,0
"noviembre 26, 2025","291,359",AR,,"2,616","2,139",0.82,0,0,0,0,0
"noviembre 11, 2025","290,997",SV,,421,103,0.24,0,0,0,0,0
"noviembre 10, 2025","290,997",AS,,2,1,0.5,0,0,0,0,0
"noviembre 16, 2025","290,997",ID,,9,7,0.78,0,0,0,0,0
"noviembre 23, 2025","291,359",KR,,33,29,0.88,0,0,0,0,0
"noviembre 18, 2025","290,997",IR,,18,13,0.72,0,0,0,0,0
"noviembre 24, 2025","290,966",BS,,5,2,0.4,0,0,0,0,0
"noviembre 16, 2025","290,997",TW,,6,5,0.83,0,0,0,0,0
"noviembre 24, 2025","330,061",GR,,6,5,0.83,0,0,0,0,0
"noviembre 4, 2025","291,359",TT,,18,0,0,0,0,0,0,0
"noviembre 20, 2025","290,997",AU,,387,367,0.95,0,0,0,0,0
"noviembre 16, 2025","290,966",LU,,1,1,1,0,0,0,0,0
"noviembre 20, 2025","290,997",DK,,96,69,0.72,0,0,0,0,0
"noviembre 8, 2025","291,359",BO,,27,13,0.48,0,0,0,0,0
"noviembre 8, 2025","351,212",AU,,141,134,0.95,0,0,0,0,0
"noviembre 21, 2025","290,966",NO,,126,37,0.29,0,0,0,0,0
"noviembre 5, 2025","290,966",EC,,409,404,0.99,0,0,0,0,0
"noviembre 8, 2025","351,212",KZ,,7,4,0.57,0,0,0,0,0
"noviembre 5, 2025","351,212",NZ,,16,15,0.94,0,0,0,0,0
"noviembre 25, 2025","290,997",SK,,19,3,0.16,0,0,0,0,0
"noviembre 22, 2025","290,966",UY,,50,46,0.92,0,0,0,0,0
"noviembre 13, 2025","351,212",SE,,152,131,0.86,0,0,0,0,0
"noviembre 7, 2025","291,359",BG,,102,86,0.84,0,0,0,0,0
"noviembre 8, 2025","291,359",LU,,2,2,1,0,0,0,0,0
"noviembre 6, 2025","290,564",CI,,11,0,0,0,0,0,0,0
"noviembre 10, 2025","330,061",NG,,33,33,1,0,0,0,0,0
"noviembre 9, 2025","290,997",HK,,204,158,0.77,0,0,0,0,0
"noviembre 8, 2025","290,997",MA,,11,6,0.55,0,0,0,0,0
"noviembre 4, 2025","330,061",AD,,4,4,1,0,0,0,0,0
"noviembre 19, 2025","290,564",ES,,"59,928","29,408",0.49,0,0,0,0,0
"noviembre 3, 2025","290,564",AE,,92,76,0.83,0,0,0,0,0
"noviembre 17, 2025","290,564",CH,,160,102,0.64,0,0,0,0,0
"noviembre 24, 2025","290,997",GF,,12,12,1,0,0,0,0,0
"noviembre 14, 2025","351,212",MX,,"38,457","32,074",0.83,0,0,0,0,0
"noviembre 11, 2025","290,997",sv,,3,2,0.67,0,0,0,0,0
"noviembre 22, 2025","351,212",TW,,20,20,1,0,0,0,0,0
"noviembre 20, 2025","351,212",ME,,32,29,0.91,0,0,0,0,0
"noviembre 5, 2025","291,359",LV,,1,0,0,0,0,0,0,0
"noviembre 2, 2025","290,997",IT,,620,376,0.61,0,0,0,0,0
"noviembre 1, 2025","290,997",AU,,92,82,0.89,0,0,0,0,0
"noviembre 26, 2025","351,212",KW,,1,1,1,0,0,0,0,0
"noviembre 16, 2025","290,966",PA,,56,56,1,0,0,0,0,0
"noviembre 8, 2025","290,564",DO,,59,17,0.29,0,0,0,0,0
"noviembre 10, 2025","290,966",ID,,20,18,0.9,0,0,0,0,0
"noviembre 6, 2025","290,997",US,,"102,690","68,793",0.67,0,0,0,0,0
"noviembre 1, 2025","291,359",TT,,31,31,1,0,0,0,0,0
"noviembre 25, 2025","290,966",MX,US,"69,564","52,932",0.76,1,69,0,5,4
"noviembre 25, 2025","290,966",MX,MX,"69,564","52,932",0.76,1,37,0,6,4
"noviembre 21, 2025","351,212",PT,,510,485,0.95,0,0,0,0,0
"noviembre 15, 2025","330,061",SK,,1,1,1,0,0,0,0,0
"noviembre 16, 2025","351,212",EG,,8,0,0,0,0,0,0,0
"noviembre 3, 2025","290,997",KR,,16,14,0.88,0,0,0,0,0
"noviembre 21, 2025","290,966",PL,,339,265,0.78,0,0,0,0,0
"noviembre 8, 2025","330,061",BE,,40,37,0.93,0,0,0,0,0
"noviembre 7, 2025","290,966",ME,,306,161,0.53,0,0,0,0,0
"noviembre 25, 2025","290,997",NL,,673,496,0.74,0,0,0,0,0
"noviembre 22, 2025","290,966",EC,,132,104,0.79,0,0,0,0,0
"noviembre 25, 2025","290,564",LK,,2,0,0,0,0,0,0,0
"noviembre 18, 2025","290,966",PR,,7,6,0.86,0,0,0,0,0
"noviembre 11, 2025","290,997",SA,,30,18,0.6,0,0,0,0,0
"noviembre 2, 2025","330,061",PA,,1,1,1,0,0,0,0,0
"noviembre 24, 2025","290,966",TT,,8,8,1,0,0,0,0,0
"noviembre 10, 2025","290,997",FR,,"1,229",875,0.71,0,0,0,0,0
"noviembre 17, 2025","291,359",FR,,"1,034",874,0.85,0,0,0,0,0
"noviembre 8, 2025","291,359",DE,,"1,322",906,0.69,0,0,0,0,0
"noviembre 15, 2025","290,997",NG,,5,5,1,0,0,0,0,0
"noviembre 8, 2025","290,997",AR,,954,754,0.79,0,0,0,0,0
"noviembre 2, 2025","290,966",KG,,5,5,1,0,0,0,0,0
"noviembre 14, 2025","290,564",BD,,1,0,0,0,0,0,0,0
"noviembre 4, 2025","290,966",IE,,68,33,0.49,0,0,0,0,0
"noviembre 25, 2025","351,212",CR,,636,620,0.97,0,0,0,0,0
"noviembre 23, 2025","330,061",NL,,385,285,0.74,0,0,0,0,0
"noviembre 4, 2025","291,359",JP,,22,16,0.73,0,0,0,0,0
"noviembre 4, 2025","290,997",GT,,938,406,0.43,0,0,0,0,0
"noviembre 3, 2025","290,966",UY,,596,447,0.75,0,0,0,0,0
"noviembre 22, 2025","290,966",PY,,179,132,0.74,0,0,0,0,0
"noviembre 10, 2025","330,061",MA,,2,2,1,0,0,0,0,0
"noviembre 21, 2025","290,564",AZ,,11,11,1,0,0,0,0,0
"noviembre 6, 2025","290,997",CI,,8,8,1,0,0,0,0,0
"noviembre 18, 2025","330,061",PR,,1,0,0,0,0,0,0,0
"noviembre 15, 2025","330,061",BE,,56,54,0.96,0,0,0,0,0
"noviembre 9, 2025","290,966",EE,,26,1,0.04,0,0,0,0,0
"noviembre 15, 2025","330,061",DO,,16,16,1,0,0,0,0,0
"noviembre 15, 2025","290,966",MA,,8,6,0.75,0,0,0,0,0
"noviembre 5, 2025","351,212",EG,,2,0,0,0,0,0,0,0
"noviembre 19, 2025","330,061",CD,,2,2,1,0,0,0,0,0
"noviembre 23, 2025","290,966",BY,,2,0,0,0,0,0,0,0
"noviembre 3, 2025","291,359",RS,,10,9,0.9,0,0,0,0,0
"noviembre 12, 2025","290,564",MX,,"44,629","31,562",0.71,0,0,0,0,0
"noviembre 24, 2025","290,997",ME,,197,97,0.49,0,0,0,0,0
"noviembre 10, 2025","290,997",DE,,"1,587",930,0.59,0,0,0,0,0
"noviembre 8, 2025","351,212",US,,"86,279","72,955",0.85,0,0,0,0,0
"noviembre 21, 2025","290,966",AU,,212,126,0.59,0,0,0,0,0
"noviembre 12, 2025","290,564",PT,,407,349,0.86,0,0,0,0,0
"noviembre 4, 2025","351,212",EC,,63,60,0.95,0,0,0,0,0
"noviembre 24, 2025","290,564",FR,,960,637,0.66,0,0,0,0,0
"noviembre 21, 2025","290,966",BO,,446,311,0.7,0,0,0,0,0
"noviembre 20, 2025","291,359",SK,,1,1,1,0,0,0,0,0
"noviembre 3, 2025","330,061",PR,,7,7,1,0,0,0,0,0
"noviembre 11, 2025","291,359",BA,,13,8,0.62,0,0,0,0,0
"noviembre 4, 2025","290,564",AE,,28,11,0.39,0,0,0,0,0
"noviembre 4, 2025","290,966",IL,,99,77,0.78,0,0,0,0,0
"noviembre 4, 2025","290,997",FI,,55,8,0.15,0,0,0,0,0
"noviembre 25, 2025","290,966",MA,,23,14,0.61,0,0,0,0,0
"noviembre 11, 2025","290,966",KG,,4,4,1,0,0,0,0,0
"noviembre 11, 2025","290,997",MY,,14,13,0.93,0,0,0,0,0
"noviembre 17, 2025","290,564",UA,,10,9,0.9,0,0,0,0,0
"noviembre 20, 2025","291,359",IN,,157,95,0.61,0,0,0,0,0
"noviembre 21, 2025","291,359",NI,,22,20,0.91,0,0,0,0,0
"noviembre 24, 2025","290,997",CL,,"1,716","1,204",0.7,0,0,0,0,0
"noviembre 3, 2025","290,966",DE,,"1,035",677,0.65,0,0,0,0,0
"noviembre 15, 2025","330,061",CA,,"3,126","2,884",0.92,0,0,0,0,0
"noviembre 1, 2025","351,212",ZA,,9,8,0.89,0,0,0,0,0
"noviembre 17, 2025","290,564",DZ,,7,7,1,0,0,0,0,0
"noviembre 12, 2025","351,212",NO,,11,9,0.82,0,0,0,0,0
"noviembre 12, 2025","290,564",mx,,2,0,0,0,0,0,0,0
"noviembre 1, 2025","291,359",mx,,3,3,1,0,0,0,0,0
"noviembre 16, 2025","351,212",PE,,266,176,0.66,0,0,0,0,0
"noviembre 8, 2025","351,212",AZ,,2,2,1,0,0,0,0,0
"noviembre 15, 2025","290,997",MY,,6,6,1,0,0,0,0,0
"noviembre 14, 2025","290,564",LB,,2,2,1,0,0,0,0,0
"noviembre 11, 2025","330,061",GP,,1,1,1,0,0,0,0,0
"noviembre 3, 2025","290,564",RU,,682,529,0.78,0,0,0,0,0
"noviembre 12, 2025","351,212",NL,,386,327,0.85,0,0,0,0,0
"noviembre 25, 2025","351,212",PK,,13,0,0,0,0,0,0,0
"noviembre 9, 2025","290,997",SE,,378,131,0.35,0,0,0,0,0
"noviembre 15, 2025","291,359",DE,,"1,542","1,169",0.76,0,0,0,0,0
"noviembre 6, 2025","291,359",IE,,66,42,0.64,0,0,0,0,0
"noviembre 9, 2025","290,997",PT,,478,354,0.74,0,0,0,0,0
"noviembre 9, 2025","351,212",PT,,370,343,0.93,0,0,0,0,0
"noviembre 19, 2025","351,212",US,,"93,565","82,773",0.88,0,0,0,0,0
"noviembre 8, 2025","291,359",FI,,17,9,0.53,0,0,0,0,0
"noviembre 2, 2025","351,212",FR,,373,322,0.86,0,0,0,0,0
"noviembre 10, 2025","330,061",UY,,91,90,0.99,0,0,0,0,0
"noviembre 23, 2025","290,966",TR,,447,384,0.86,0,0,0,0,0
"noviembre 6, 2025","290,564",HU,,16,7,0.44,0,0,0,0,0
"noviembre 10, 2025","290,966",AT,,84,55,0.65,0,0,0,0,0
"noviembre 3, 2025","330,061",NL,,61,58,0.95,0,0,0,0,0
"noviembre 21, 2025","290,564",CH,,72,46,0.64,0,0,0,0,0
"noviembre 13, 2025","290,564",PA,,173,147,0.85,0,0,0,0,0
"noviembre 16, 2025","290,564",MV,,1,1,1,0,0,0,0,0
"noviembre 3, 2025","351,212",DZ,,1,0,0,0,0,0,0,0
"noviembre 6, 2025","330,061",CN,,"3,418","2,888",0.84,0,0,0,0,0
"noviembre 24, 2025","351,212",PL,,285,256,0.9,0,0,0,0,0
"noviembre 20, 2025","351,212",BG,,86,86,1,0,0,0,0,0
"noviembre 8, 2025","291,359",PA,,19,18,0.95,0,0,0,0,0
"noviembre 13, 2025","330,061",CN,,"3,766","3,361",0.89,0,0,0,0,0
"noviembre 21, 2025","290,997",MY,,15,11,0.73,0,0,0,0,0
"noviembre 15, 2025","291,359",GH,,2,0,0,0,0,0,0,0
"noviembre 22, 2025","290,966",JO,,1,1,1,0,0,0,0,0
"noviembre 16, 2025","290,564",N/A,,"75,679","33,838",0.45,0,0,0,0,0
"noviembre 15, 2025","330,061",MY,,2,2,1,0,0,0,0,0
"noviembre 6, 2025","290,564",BE,,37,28,0.76,0,0,0,0,0
"noviembre 11, 2025","290,966",IR,,17,10,0.59,0,0,0,0,0
"noviembre 23, 2025","290,966",TH,,"14,677","10,980",0.75,0,0,0,0,0
"noviembre 2, 2025","351,212",IT,,475,423,0.89,0,0,0,0,0
"noviembre 24, 2025","290,564",SI,,17,1,0.06,0,0,0,0,0
"noviembre 1, 2025","290,997",ES,,"79,497","46,578",0.59,0,0,0,0,0
"noviembre 12, 2025","290,966",ME,,304,221,0.73,0,0,0,0,0
"noviembre 7, 2025","290,997",DE,,"1,641",928,0.57,0,0,0,0,0
"noviembre 7, 2025","330,061",RS,,22,22,1,0,0,0,0,0
"noviembre 4, 2025","290,997",gt,,3,0,0,0,0,0,0,0
"noviembre 5, 2025","351,212",MA,,1,1,1,0,0,0,0,0
"noviembre 14, 2025","330,061",RO,,4,4,1,0,0,0,0,0
"noviembre 21, 2025","290,997",ID,,12,12,1,0,0,0,0,0
"noviembre 4, 2025","291,359",CO,,"2,671","1,355",0.51,0,0,0,0,0
"noviembre 25, 2025","330,061",IE,,28,26,0.93,0,0,0,0,0
"noviembre 2, 2025","290,997",US,,"108,427","63,324",0.58,0,0,0,0,0
"noviembre 19, 2025","290,997",IE,,95,46,0.48,0,0,0,0,0
"noviembre 25, 2025","290,564",ZA,,6,4,0.67,0,0,0,0,0
"noviembre 6, 2025","330,061",SA,,8,7,0.88,0,0,0,0,0
"noviembre 26, 2025","351,212",BZ,,7,0,0,0,0,0,0,0
"noviembre 8, 2025","290,564",CH,,110,73,0.66,0,0,0,0,0
"noviembre 24, 2025","290,966",DO,,31,21,0.68,0,0,0,0,0
"noviembre 20, 2025","290,966",BO,,343,293,0.85,0,0,0,0,0
"noviembre 4, 2025","291,359",DO,,110,29,0.26,0,0,0,0,0
"noviembre 10, 2025","351,212",SE,,135,103,0.76,0,0,0,0,0
"noviembre 13, 2025","290,564",us,,3,3,1,0,0,0,0,0
"noviembre 6, 2025","291,359",KZ,,22,14,0.64,0,0,0,0,0
"noviembre 15, 2025","291,359",EE,,5,5,1,0,0,0,0,0
"noviembre 25, 2025","351,212",NI,,25,25,1,0,0,0,0,0
"noviembre 13, 2025","290,966",CW,,3,3,1,0,0,0,0,0
"noviembre 2, 2025","291,359",ID,,88,70,0.8,0,0,0,0,0
"noviembre 3, 2025","290,966",NI,,96,50,0.52,0,0,0,0,0
"noviembre 13, 2025","290,966",SE,,208,163,0.78,0,0,0,0,0
"noviembre 4, 2025","291,359",EC,,85,72,0.85,0,0,0,0,0
"noviembre 20, 2025","290,966",TN,,13,13,1,0,0,0,0,0
"noviembre 17, 2025","351,212",EE,,7,0,0,0,0,0,0,0
"noviembre 22, 2025","290,966",SA,,256,145,0.57,0,0,0,0,0
"noviembre 3, 2025","290,966",GT,,632,489,0.77,0,0,0,0,0
"noviembre 7, 2025","290,997",MA,,11,5,0.45,0,0,0,0,0
"noviembre 14, 2025","291,359",SG,,"2,645","2,421",0.92,0,0,0,0,0
"noviembre 12, 2025","291,359",LB,,2,2,1,0,0,0,0,0
"noviembre 18, 2025","291,359",SG,,"5,339","5,062",0.95,0,0,0,0,0
"noviembre 21, 2025","330,061",GP,,1,1,1,0,0,0,0,0
"noviembre 23, 2025","290,997",ME,,173,98,0.57,0,0,0,0,0
"noviembre 4, 2025","290,997",GY,,2,0,0,0,0,0,0,0
"noviembre 8, 2025","290,997",BH,,1,1,1,0,0,0,0,0
"noviembre 21, 2025","290,997",OM,,8,8,1,0,0,0,0,0
"noviembre 26, 2025","291,359",IN,,126,96,0.76,0,0,0,0,0
"noviembre 1, 2025","290,997",AT,,47,16,0.34,0,0,0,0,0
"noviembre 10, 2025","351,212",IL,,50,45,0.9,0,0,0,0,0
"noviembre 1, 2025","291,359",PL,,123,87,0.71,0,0,0,0,0
"noviembre 16, 2025","290,966",CU,,5,5,1,0,0,0,0,0
"noviembre 6, 2025","290,997",MA,,7,7,1,0,0,0,0,0
"noviembre 7, 2025","290,966",TR,,541,279,0.52,0,0,0,0,0
"noviembre 15, 2025","290,997",SG,,"3,624","2,761",0.76,0,0,0,0,0
"noviembre 25, 2025","290,966",QA,,1,1,1,0,0,0,0,0
"noviembre 22, 2025","351,212",GT,,707,268,0.38,0,0,0,0,0
"noviembre 8, 2025","330,061",TW,,39,39,1,0,0,0,0,0
"noviembre 14, 2025","290,564",IN,,231,68,0.29,0,0,0,0,0
"noviembre 25, 2025","290,997",PL,,262,238,0.91,0,0,0,0,0
"noviembre 26, 2025","290,997",MW,,1,0,0,0,0,0,0,0
"noviembre 12, 2025","330,061",FR,,504,471,0.93,0,0,0,0,0
"noviembre 18, 2025","291,359",AM,,1,1,1,0,0,0,0,0
"noviembre 15, 2025","351,212",SK,,1,0,0,0,0,0,0,0
"noviembre 26, 2025","290,997",ME,,242,160,0.66,0,0,0,0,0
"noviembre 9, 2025","351,212",DO,,33,27,0.82,0,0,0,0,0
"noviembre 16, 2025","291,359",GE,,7,3,0.43,0,0,0,0,0
"noviembre 26, 2025","290,564",N/A,,"50,212","31,315",0.62,0,0,0,0,0
"noviembre 10, 2025","290,997",NL,,377,254,0.67,0,0,0,0,0
"noviembre 23, 2025","291,359",NG,,2,2,1,0,0,0,0,0
"noviembre 10, 2025","351,212",CR,,353,300,0.85,0,0,0,0,0
"noviembre 24, 2025","291,359",IS,,1,1,1,0,0,0,0,0
"noviembre 16, 2025","290,564",US,,"94,619","46,517",0.49,0,0,0,0,0
"noviembre 2, 2025","351,212",UY,,73,73,1,0,0,0,0,0
"noviembre 15, 2025","330,061",EC,,20,16,0.8,0,0,0,0,0
"noviembre 6, 2025","290,997",UA,,14,12,0.86,0,0,0,0,0
"noviembre 4, 2025","351,212",RS,,9,9,1,0,0,0,0,0
"noviembre 15, 2025","351,212",NO,,78,65,0.83,0,0,0,0,0
"noviembre 18, 2025","290,564",NI,,17,17,1,0,0,0,0,0
"noviembre 15, 2025","290,564",LT,,14,12,0.86,0,0,0,0,0
"noviembre 10, 2025","330,061",CO,,"1,364","1,194",0.88,0,0,0,0,0
"noviembre 21, 2025","290,997",IE,,51,40,0.78,0,0,0,0,0
"noviembre 6, 2025","290,997",CR,,381,232,0.61,0,0,0,0,0
"noviembre 17, 2025","291,359",SE,,150,125,0.83,0,0,0,0,0
"noviembre 18, 2025","330,061",DO,,52,50,0.96,0,0,0,0,0
"noviembre 9, 2025","351,212",MC,,1,1,1,0,0,0,0,0
"noviembre 25, 2025","290,564",TR,,223,154,0.69,0,0,0,0,0
"noviembre 18, 2025","330,061",CN,,"2,877","2,286",0.79,0,0,0,0,0
"noviembre 19, 2025","290,997",AL,,4,2,0.5,0,0,0,0,0
"noviembre 2, 2025","330,061",RO,,2,1,0.5,0,0,0,0,0
"noviembre 1, 2025","351,212",HU,,10,8,0.8,0,0,0,0,0
"noviembre 3, 2025","290,997",CN,,"49,747","27,190",0.55,0,0,0,0,0
"noviembre 12, 2025","290,564",VN,,1,0,0,0,0,0,0,0
"noviembre 23, 2025","290,966",TJ,,1,1,1,0,0,0,0,0
"noviembre 15, 2025","330,061",PL,,51,48,0.94,0,0,0,0,0
"noviembre 24, 2025","291,359",MA,,16,11,0.69,0,0,0,0,0
"noviembre 17, 2025","291,359",HN,,168,163,0.97,0,0,0,0,0
"noviembre 7, 2025","351,212",RS,,41,35,0.85,0,0,0,0,0
"noviembre 8, 2025","290,564",IT,,504,411,0.82,0,0,0,0,0
"noviembre 6, 2025","290,997",NL,,448,297,0.66,0,0,0,0,0
"noviembre 18, 2025","291,359",PK,,1,0,0,0,0,0,0,0
"noviembre 18, 2025","291,359",CO,,"2,838","2,091",0.74,0,0,0,0,0
"noviembre 11, 2025","291,359",HN,,531,438,0.82,0,0,0,0,0
"noviembre 16, 2025","330,061",BE,,33,32,0.97,0,0,0,0,0
"noviembre 21, 2025","290,997",CH,,78,54,0.69,0,0,0,0,0
"noviembre 9, 2025","290,564",NP,,2,0,0,0,0,0,0,0
"noviembre 12, 2025","291,359",GE,,1,0,0,0,0,0,0,0
"noviembre 2, 2025","291,359",IN,,52,39,0.75,0,0,0,0,0
"noviembre 17, 2025","290,997",AG,,1,0,0,0,0,0,0,0
"noviembre 22, 2025","291,359",ZM,,2,2,1,0,0,0,0,0
"noviembre 16, 2025","290,564",GB,,"5,143","3,672",0.71,0,0,0,0,0
"noviembre 24, 2025","290,997",MT,,2,0,0,0,0,0,0,0
"noviembre 15, 2025","290,997",DK,,90,62,0.69,0,0,0,0,0
"noviembre 11, 2025","291,359",IN,,159,137,0.86,0,0,0,0,0
"noviembre 16, 2025","290,966",SG,,"6,003","5,668",0.94,0,0,0,0,0
"noviembre 20, 2025","290,564",MK,,1,1,1,0,0,0,0,0
"noviembre 7, 2025","330,061",CA,,"7,272","6,765",0.93,0,0,0,0,0
"noviembre 19, 2025","351,212",CZ,,12,10,0.83,0,0,0,0,0
"noviembre 3, 2025","330,061",PY,,134,134,1,0,0,0,0,0
"noviembre 8, 2025","291,359",LV,,6,6,1,0,0,0,0,0
"noviembre 21, 2025","291,359",CL,,572,433,0.76,0,0,0,0,0
"noviembre 13, 2025","330,061",BG,,8,8,1,0,0,0,0,0
"noviembre 16, 2025","291,359",CU,,4,2,0.5,0,0,0,0,0
"noviembre 13, 2025","291,359",BO,,189,138,0.73,0,0,0,0,0
"noviembre 8, 2025","290,966",ES,,"85,430","65,479",0.77,0,0,0,0,0
"noviembre 23, 2025","291,359",RO,,22,21,0.95,0,0,0,0,0
"noviembre 23, 2025","290,564",CY,,48,48,1,0,0,0,0,0
"noviembre 5, 2025","290,564",LT,,2,2,1,0,0,0,0,0
"noviembre 7, 2025","291,359",VN,,6,4,0.67,0,0,0,0,0
"noviembre 14, 2025","290,966",IE,,151,147,0.97,0,0,0,0,0
"noviembre 26, 2025","290,966",FR,,809,695,0.86,0,0,0,0,0
"noviembre 25, 2025","291,359",BZ,,10,10,1,0,0,0,0,0
"noviembre 23, 2025","291,359",GY,,4,4,1,0,0,0,0,0
"noviembre 24, 2025","290,966",AM,,12,9,0.75,0,0,0,0,0
"noviembre 9, 2025","330,061",EE,,3,3,1,0,0,0,0,0
"noviembre 3, 2025","290,966",VE,,8,8,1,0,0,0,0,0
"noviembre 3, 2025","290,966",SX,,1,0,0,0,0,0,0,0
"noviembre 19, 2025","291,359",GR,,68,65,0.96,0,0,0,0,0
"noviembre 8, 2025","290,564",MA,,11,5,0.45,0,0,0,0,0
"noviembre 25, 2025","351,212",MW,,5,5,1,0,0,0,0,0
"noviembre 5, 2025","351,212",MT,,3,2,0.67,0,0,0,0,0
"noviembre 2, 2025","291,359",QA,,2,0,0,0,0,0,0,0
"noviembre 11, 2025","290,564",BA,,13,13,1,0,0,0,0,0
"noviembre 6, 2025","351,212",EC,,680,418,0.61,0,0,0,0,0
"noviembre 9, 2025","290,966",VN,,7,7,1,0,0,0,0,0
